Gene_symbol	Ensembl gene ID	Chrom	CDS_Begin	CDS_End	Essential	Non-essential	Overexpressed_in_the_brain	Exon_number	CDS_length	GC%
DDX17	ENSG00000100201	22	38879445	38903665	Y	N	N	13	2196	43.04
CBY1	ENSG00000100211	22	39052641	39069859	Y	N	N	6	381	47.17
PDGFB	ENSG00000100311	22	39619364	39640756	Y	N	N	7	726	58.13
TAB1	ENSG00000100324	22	39795746	39913596	Y	N	N	11	1515	53.36
ATF4	ENSG00000128272	22	39915700	39918691	Y	N	N	3	1056	58.92
MKL1	ENSG00000196588	22	40806285	41032706	Y	N	N	12	2796	43.58
RBX1	ENSG00000100387	22	41347351	41369313	Y	N	N	5	327	44.92
EP300	ENSG00000100393	22	41487790	41576081	Y	N	N	31	7245	42.33
RANGAP1	ENSG00000100401	22	41641615	41698963	Y	N	N	17	1764	52.77
PHF5A	ENSG00000100410	22	41855721	41864729	Y	N	N	4	333	46.26
SREBF2	ENSG00000198911	22	42229109	42303312	Y	N	N	19	3426	48.19
SCUBE1	ENSG00000159307	22	43599229	43739394	Y	N	N	22	2967	55.43
NUP50	ENSG00000093000	22	45559722	45583892	Y	N	N	8	1407	43.62
FBLN1	ENSG00000077942	22	45898118	45997015	Y	N	Y	16	2166	53.12
WNT7B	ENSG00000188064	22	46316242	46373009	Y	N	N	4	1062	60.2
CELSR1	ENSG00000075275	22	46756731	46933067	Y	N	N	35	9045	53.93
BRD1	ENSG00000100425	22	50166931	50221160	Y	N	N	13	3570	54
PLXNB2	ENSG00000196576	22	50713408	50746056	Y	N	N	37	5517	64.97
SBF1	ENSG00000100241	22	50885184	50913454	Y	N	N	41	5682	60.57
SCO2	ENSG00000130489	22	50961997	50964868	Y	N	N	2	801	67.13
CPT1B	ENSG00000205560	22	51007290	51017899	Y	N	N	20	2319	58.44
PIGA	ENSG00000165195	X	15337573	15353676	Y	N	N	6	1455	39.52
PDHA1	ENSG00000131828	X	19362011	19379823	Y	N	N	12	1287	44.45
ZFX	ENSG00000005889	X	24167290	24234372	Y	N	N	10	2535	40.77
ARX	ENSG00000004848	X	25021811	25034065	Y	N	Y	5	1689	54.42
GK	ENSG00000198814	X	30671476	30748725	Y	N	N	20	1662	38.65
DMD	ENSG00000198947	X	31137336	33357558	Y	N	Y	79	11058	36.38
OTC	ENSG00000036473	X	38211798	38280703	Y	N	N	10	1065	39.3
BCOR	ENSG00000183337	X	39909068	40036582	Y	N	N	15	5268	53.23
CASK	ENSG00000147044	X	41374187	41782716	Y	N	N	27	2781	38.73
ARAF	ENSG00000078061	X	47420516	47431307	Y	N	N	16	1821	51.23
EBP	ENSG00000147155	X	48379546	48387104	Y	N	N	5	693	49.69
GATA1	ENSG00000102145	X	48644962	48652718	Y	N	N	6	1242	54.44
FOXP3	ENSG00000049768	X	49106897	49121288	Y	N	N	9	1371	53.48
HUWE1	ENSG00000086758	X	53559057	53713673	Y	N	N	83	13125	41.19
TRO	ENSG00000067445	X	54946895	54957864	Y	N	Y	13	4296	51.41
ALAS2	ENSG00000158578	X	55035488	55057497	Y	N	N	11	1764	43.2
FAM123B	ENSG00000184675	X	63404997	63425624	Y	N	N	2	3408	50.95
EFNB1	ENSG00000090776	X	68048840	68061990	Y	N	N	5	1041	56.43
EDA	ENSG00000158813	X	68835911	69259319	Y	N	Y	8	1176	38.75
P2RY4	ENSG00000186912	X	69478016	69479654	Y	N	N	1	1098	56.86
MED12	ENSG00000184634	X	70338406	70362303	Y	N	N	45	6543	51.08
CITED1	ENSG00000125931	X	71521488	71527037	Y	N	N	5	660	56.77
HDAC8	ENSG00000147099	X	71549366	71792953	Y	N	N	11	1134	40.05
RLIM	ENSG00000131263	X	73805052	73834452	Y	N	N	5	1875	38.47
ABCB7	ENSG00000131269	X	74273115	74376567	Y	N	N	16	2262	35.99
FGF16	ENSG00000196468	X	76709648	76712769	Y	N	N	2	350	44.84
ATRX	ENSG00000085224	X	76760378	77041702	Y	N	Y	35	7479	37.72
ATP7A	ENSG00000165240	X	77166194	77305892	Y	N	N	23	4503	38.6
LPAR4	ENSG00000147145	X	78003206	78012591	Y	N	N	1	1113	36.2
TBX22	ENSG00000122145	X	79270255	79287268	Y	N	N	8	1563	40.95
CHM	ENSG00000188419	X	85116185	85302566	Y	N	N	15	1962	36.96
PLP1	ENSG00000123560	X	103028647	103047548	Y	N	Y	7	834	44.51
NRK	ENSG00000123572	X	105066536	105202602	Y	N	N	29	4752	35.78
DCX	ENSG00000077279	X	110537007	110655603	Y	N	Y	7	1326	39.48
ALG13	ENSG00000101901	X	110909043	111003877	Y	N	N	27	3414	37.51
AMOT	ENSG00000126016	X	112017731	112084043	Y	N	N	12	3255	41.97
HTR2C	ENSG00000147246	X	113818551	114144624	Y	N	Y	6	1377	35.03
UBE2A	ENSG00000077721	X	118708501	118718381	Y	N	N	6	459	39.63
C1GALT1C1	ENSG00000171155	X	119759648	119764005	Y	N	N	3	957	40.73
AIFM1	ENSG00000156709	X	129263337	129299861	Y	N	N	16	1842	42.98
GPC3	ENSG00000147257	X	132669773	133119922	Y	N	N	9	1812	39.66
ZIC3	ENSG00000156925	X	136648301	136659850	Y	N	Y	3	1404	48.02
F9	ENSG00000101981	X	138612917	138645617	Y	N	N	8	1386	38.93
SOX3	ENSG00000134595	X	139585152	139587225	Y	N	N	1	1341	63.45
MTM1	ENSG00000171100	X	149737069	149841795	Y	N	N	15	1812	39.71
CNGA2	ENSG00000183862	X	150906923	150913776	Y	N	N	6	1995	51.31
NSDHL	ENSG00000147383	X	151999511	152038273	Y	N	N	9	1122	45.97
DUSP9	ENSG00000130829	X	152907946	152916781	Y	N	N	4	1155	63.67
L1CAM	ENSG00000198910	X	153126969	153174677	Y	N	Y	28	3780	56.65
AVPR2	ENSG00000126895	X	153167985	153172620	Y	N	N	3	1116	62.86
FLNA	ENSG00000196924	X	153576892	153603006	Y	N	N	48	7944	62.28
ATP6AP1	ENSG00000071553	X	153656978	153664862	Y	N	N	10	1413	56.77
G6PD	ENSG00000160211	X	153759606	153775787	Y	N	N	13	1686	56.32
IKBKG	ENSG00000073009	X	153769414	153796782	Y	N	N	10	1464	55.97
